,Data Medicao,PRECIPITACAO TOTAL MENSAL(mm),TEMPERATURA MEDIA MENSAL(°C),Nome
0,2018-01-31,"149,4","21,944494",BRASILIA
1,2018-02-28,265,"21,498363",BRASILIA
2,2018-03-31,"226,6","22,004704",BRASILIA
3,2018-04-30,"216,8","20,514583",BRASILIA
4,2018-05-31,"9,6","19,658894",BRASILIA
5,2018-06-30,0,"19,433889",BRASILIA
6,2018-07-31,0,"19,338307",BRASILIA
7,2018-08-31,23,"21,614113",BRASILIA
8,2018-09-30,"39,6","23,337083",BRASILIA
9,2018-10-31,"263,6","23,107258",BRASILIA
10,2018-11-30,"308,6","20,889167",BRASILIA
11,2018-12-31,"166,4","21,693548",BRASILIA
12,2019-01-31,"77,6","22,92379",BRASILIA
13,2019-02-28,149,"22,268304",BRASILIA
14,2019-03-31,"267,6","21,670968",BRASILIA
15,2019-04-30,"319,4","21,565417",BRASILIA
16,2019-05-31,"68,4","21,152688",BRASILIA
17,2019-06-30,8,"19,420694",BRASILIA
18,2019-07-31,0,"18,931048",BRASILIA
19,2019-08-31,0,"21,449462",BRASILIA
20,2019-09-30,"10,2","24,53747",BRASILIA
21,2019-10-31,"22,8","24,401882",BRASILIA
22,2019-11-30,208,"22,8175",BRASILIA
23,2019-12-31,263,"22,449597",BRASILIA
24,2020-01-31,"319,4","22,21828",BRASILIA
25,2020-02-29,189,"21,753305",BRASILIA
26,2020-03-31,288,"21,611156",BRASILIA
27,2020-04-30,"179,8","21,275278",BRASILIA
28,2020-05-31,"29,2","19,189247",BRASILIA
29,2020-06-30,0,"19,155139",BRASILIA
30,2020-07-31,0,"19,307527",BRASILIA
31,2020-08-31,0,"20,427151",BRASILIA
32,2020-09-30,"29,8","23,556111",BRASILIA
33,2020-10-31,"165,6","23,679167",BRASILIA
34,2020-11-30,"229,6","21,605139",BRASILIA
35,2020-12-31,"154,6","22,443683",BRASILIA
36,2021-01-31,"261,6","22,270565",BRASILIA
37,2021-02-28,"536,2","20,864137",BRASILIA
38,2021-03-31,164,"21,715726",BRASILIA
39,2021-04-30,"121,8","20,719722",BRASILIA
40,2021-05-31,4,"19,939651",BRASILIA
41,2021-06-30,"29,6","19,318333",BRASILIA
42,2021-07-31,0,"18,429435",BRASILIA
43,2021-08-31,"2,8","20,923183",BRASILIA
44,2021-09-30,"12,6","24,853889",BRASILIA
45,2021-10-31,"148,2","23,156317",BRASILIA
46,2021-11-30,"349,8","21,301667",BRASILIA
47,2021-12-31,"387,4","21,190188",BRASILIA
48,2022-01-31,138,"21,455242",BRASILIA
49,2022-02-28,"236,6","21,323363",BRASILIA
50,2022-03-31,"121,6","22,151075",BRASILIA
51,2022-04-30,"23,4","22,333194",BRASILIA
52,2022-05-31,"14,6","19,590457",BRASILIA
53,2022-06-30,0,"19,536528",BRASILIA
54,2022-07-31,0,"19,387097",BRASILIA
55,2022-08-31,0,"21,145968",BRASILIA
56,2022-09-30,"40,4","22,913611",BRASILIA
57,2022-10-31,"21,4","23,671371",BRASILIA
58,2022-11-30,"442,4","20,657083",BRASILIA
59,2022-12-31,"322,6","20,817876",BRASILIA
60,2023-01-31,"191,4","21,034543",BRASILIA
61,2023-02-28,55,"22,745238",BRASILIA
62,2023-03-31,"135,2","21,555914",BRASILIA
63,2023-04-30,"160,6","21,022778",BRASILIA
64,2023-05-31,"28,4","20,027285",BRASILIA
65,2023-06-30,"2,2","19,28319",BRASILIA
66,2023-07-31,0,"19,700538",BRASILIA
67,2018-01-31,"157,6","24,212231",GOIANIA
68,2018-02-28,"242,8","24,106101",GOIANIA
69,2018-03-31,209,"24,522849",GOIANIA
70,2018-04-30,"134,2","23,184583",GOIANIA
71,2018-05-31,"9,4","21,620027",GOIANIA
72,2018-06-30,0,"21,686111",GOIANIA
73,2018-07-31,0,"21,161156",GOIANIA
74,2018-08-31,"18,8","23,869489",GOIANIA
75,2018-09-30,38,"25,298611",GOIANIA
76,2018-10-31,"148,6","25,386828",GOIANIA
77,2018-12-31,185,"24,654839",GOIANIA
78,2019-01-31,64,"25,155242",GOIANIA
79,2019-02-28,"222,4","24,564137",GOIANIA
80,2019-03-31,"135,6","24,433737",GOIANIA
81,2019-04-30,265,"24,125556",GOIANIA
82,2019-05-31,"44,4","23,235081",GOIANIA
83,2019-06-30,0,"21,429493",GOIANIA
84,2019-07-31,",4","20,879704",GOIANIA
85,2019-08-31,0,"23,902285",GOIANIA
86,2019-09-30,"18,8","27,3775",GOIANIA
87,2019-10-31,"76,2","26,752285",GOIANIA
88,2019-11-30,"167,8","25,490833",GOIANIA
89,2019-12-31,"185,8","24,814785",GOIANIA
90,2020-01-31,"343,4","24,669086",GOIANIA
91,2020-02-29,"442,2","24,164368",GOIANIA
92,2020-03-31,120,"24,522177",GOIANIA
93,2020-05-31,"9,4","21,0125",GOIANIA
94,2020-06-30,0,"21,493889",GOIANIA
95,2020-07-31,0,"21,765054",GOIANIA
96,2020-08-31,0,"23,128495",GOIANIA
97,2020-09-30,1,"26,793194",GOIANIA
98,2020-10-31,95,"26,546371",GOIANIA
99,2020-11-30,"181,8","25,0025",GOIANIA
100,2020-12-31,"196,2","25,085753",GOIANIA
101,2021-01-31,"237,2","24,719624",GOIANIA
102,2021-02-28,"483,4","23,72619",GOIANIA
103,2021-03-31,213,"23,544892",GOIANIA
104,2021-04-30,131,"23,22625",GOIANIA
105,2021-05-31,0,"22,157661",GOIANIA
106,2021-06-30,",2","21,143889",GOIANIA
107,2021-07-31,0,"20,056989",GOIANIA
108,2021-08-31,"9,4","23,725538",GOIANIA
109,2021-09-30,3,"27,306667",GOIANIA
110,2021-11-30,250,"24,041806",GOIANIA
111,2021-12-31,"200,2","24,189247",GOIANIA
112,2022-04-30,"14,2","24,5975",GOIANIA
113,2022-05-31,"3,6","21,364516",GOIANIA
114,2022-06-30,"3,4","21,457222",GOIANIA
115,2022-07-31,0,"21,569624",GOIANIA
116,2022-08-31,0,"23,538575",GOIANIA
117,2022-09-30,"29,4","26,030694",GOIANIA
118,2022-10-31,"101,4","25,539651",GOIANIA
119,2022-11-30,"136,4","23,692361",GOIANIA
120,2022-12-31,"443,2","23,505511",GOIANIA
121,2023-01-31,358,"23,279411",GOIANIA
122,2023-02-28,173,"24,652232",GOIANIA
123,2023-03-31,"151,2","23,850134",GOIANIA
124,2023-04-30,"151,4","23,564722",GOIANIA
125,2023-05-31,"1,2","21,937097",GOIANIA
126,2023-06-30,"12,6","21,070833",GOIANIA
127,2023-07-31,0,"21,70793",GOIANIA
128,2018-01-31,224,"23,615457",MORRINHOS
129,2018-02-28,"155,6","23,757887",MORRINHOS
130,2018-03-31,"103,2","24,41922",MORRINHOS
131,2018-04-30,"88,6","22,025139",MORRINHOS
132,2018-05-31,"4,6","19,974866",MORRINHOS
133,2018-06-30,",4","20,593333",MORRINHOS
134,2018-07-31,0,"19,822581",MORRINHOS
135,2018-08-31,2,"22,122177",MORRINHOS
136,2018-09-30,"74,4","23,672778",MORRINHOS
137,2018-10-31,"125,8","24,710601",MORRINHOS
138,2018-11-30,"287,2","23,353098",MORRINHOS
139,2018-12-31,"143,2","24,553763",MORRINHOS
140,2019-01-31,"182,8","24,721371",MORRINHOS
141,2019-02-28,"153,4","24,459375",MORRINHOS
142,2019-03-31,"251,6","23,834812",MORRINHOS
143,2019-04-30,"97,6","23,465694",MORRINHOS
144,2019-05-31,"92,4","22,005108",MORRINHOS
145,2019-06-30,0,"19,840833",MORRINHOS
146,2019-07-31,",2","19,264919",MORRINHOS
147,2019-08-31,0,"22,103495",MORRINHOS
148,2019-09-30,"15,4","26,361111",MORRINHOS
149,2019-10-31,38,"25,951075",MORRINHOS
150,2019-11-30,164,"25,101111",MORRINHOS
151,2019-12-31,317,"24,327419",MORRINHOS
152,2020-01-31,"204,6","24,614247",MORRINHOS
153,2020-02-29,"354,8","24,216236",MORRINHOS
154,2020-03-31,"114,8","24,060098",MORRINHOS
155,2020-04-30,"41,8","23,010139",MORRINHOS
156,2020-05-31,9,"19,556989",MORRINHOS
157,2020-06-30,0,"20,605694",MORRINHOS
158,2020-07-31,0,"20,885887",MORRINHOS
159,2020-08-31,0,"21,965591",MORRINHOS
160,2020-09-30,"8,6","26,02968",MORRINHOS
161,2020-10-31,138,"26,431855",MORRINHOS
162,2020-11-30,"165,8","24,656111",MORRINHOS
163,2020-12-31,"300,8","24,362097",MORRINHOS
164,2021-01-31,"125,4","24,015726",MORRINHOS
165,2021-02-28,"297,8","23,6875",MORRINHOS
166,2021-03-31,"150,4","23,531048",MORRINHOS
167,2021-04-30,"49,6","22,270694",MORRINHOS
168,2021-05-31,"1,6","21,166801",MORRINHOS
169,2021-06-30,"3,2","19,951945",MORRINHOS
170,2021-12-31,"174,2","24,086156",MORRINHOS
171,2022-01-31,190,"23,874597",MORRINHOS
172,2022-03-31,"107,4","24,244758",MORRINHOS
173,2022-04-30,53,"23,435556",MORRINHOS
174,2022-05-31,25,"19,729704",MORRINHOS
175,2022-06-30,0,"19,973472",MORRINHOS
176,2022-07-31,0,"20,474444",MORRINHOS
177,2022-08-31,"1,4","21,934543",MORRINHOS
178,2022-09-30,"89,4","24,679444",MORRINHOS
179,2022-10-31,"111,8","24,384812",MORRINHOS
180,2022-11-30,"172,8","23,467778",MORRINHOS
181,2022-12-31,454,"23,377121",MORRINHOS
182,2023-01-31,"429,4","23,130879",MORRINHOS
183,2023-02-28,"119,2","24,267113",MORRINHOS
184,2023-03-31,"296,6","23,422446",MORRINHOS
185,2023-04-30,"152,2","23,014444",MORRINHOS
186,2023-05-31,3,"20,327016",MORRINHOS
187,2023-06-30,"1,8","18,971695",MORRINHOS
188,2023-07-31,",6","20,350403",MORRINHOS
189,2018-10-31,145,"27,219069",PORANGATU
190,2018-11-30,"175,8","26,033822",PORANGATU
191,2018-12-31,"268,6","25,840141",PORANGATU
192,2019-01-31,"128,6","26,580645",PORANGATU
193,2019-02-28,"221,8","26,099271",PORANGATU
194,2019-03-31,277,"25,730211",PORANGATU
195,2019-04-30,"78,6","26,640972",PORANGATU
196,2019-05-31,"2,8","27,279167",PORANGATU
197,2019-06-30,0,"26,230278",PORANGATU
198,2019-07-31,0,"26,201478",PORANGATU
199,2019-08-31,0,"28,189593",PORANGATU
200,2019-09-30,"5,8","30,447778",PORANGATU
201,2019-10-31,88,"28,142309",PORANGATU
202,2019-11-30,99,"27,162049",PORANGATU
203,2019-12-31,"226,4","26,872785",PORANGATU
204,2020-01-31,347,"25,797324",PORANGATU
205,2020-02-29,"174,6","25,893591",PORANGATU
206,2020-03-31,"172,4","25,604533",PORANGATU
207,2020-04-30,"112,6","26,207651",PORANGATU
208,2020-05-31,7,"25,993145",PORANGATU
209,2020-06-30,0,"25,532778",PORANGATU
210,2021-09-30,"26,2","29,55308",PORANGATU
211,2021-10-31,"158,4","27,298653",PORANGATU
212,2021-12-31,"492,6","24,912196",PORANGATU
213,2022-01-31,"313,6","25,174716",PORANGATU
214,2022-03-31,186,"25,657171",PORANGATU
215,2022-04-30,"38,2","26,845417",PORANGATU
216,2022-05-31,0,"25,54785",PORANGATU
217,2022-06-30,0,"25,770779",PORANGATU
218,2022-07-31,0,"25,746105",PORANGATU
219,2022-08-31,0,"27,860092",PORANGATU
220,2022-09-30,"13,8","28,83531",PORANGATU
221,2022-10-31,"98,4","28,959958",PORANGATU
222,2023-04-30,"21,6","26,399028",PORANGATU
223,2023-05-31,"10,2","26,772222",PORANGATU
224,2018-01-31,266,"25,942876",PALMAS
225,2018-02-28,"334,2","25,457143",PALMAS
226,2018-03-31,"180,4","26,17621",PALMAS
227,2018-04-30,"247,6","26,245417",PALMAS
228,2018-05-31,",4","27,596237",PALMAS
229,2018-06-30,0,"27,147222",PALMAS
230,2018-07-31,0,"27,155242",PALMAS
231,2018-08-31,"2,6","29,44207",PALMAS
232,2018-09-30,"25,4","30,040556",PALMAS
233,2018-10-31,"191,6","27,329704",PALMAS
234,2018-11-30,"386,6","26,611528",PALMAS
235,2018-12-31,"250,8","26,425538",PALMAS
236,2019-01-31,"198,6","26,151075",PALMAS
237,2019-02-28,"266,2","25,816071",PALMAS
238,2019-03-31,"270,8","25,958602",PALMAS
239,2019-04-30,"215,2","26,724444",PALMAS
240,2019-05-31,"87,2","27,569086",PALMAS
241,2019-06-30,"1,2","27,55625",PALMAS
242,2019-07-31,0,"27,596102",PALMAS
243,2019-08-31,0,"29,440054",PALMAS
244,2019-09-30,"6,8","30,884167",PALMAS
245,2019-10-31,"94,2","27,292339",PALMAS
246,2019-11-30,"107,6","27,105972",PALMAS
247,2019-12-31,216,"27,293239",PALMAS
248,2020-03-31,"163,2","26,482886",PALMAS
249,2020-04-30,323,"26,944861",PALMAS
250,2020-05-31,"88,4","27,515188",PALMAS
251,2020-06-30,0,"27,496111",PALMAS
252,2020-07-31,0,"27,426344",PALMAS
253,2020-08-31,0,"29,225806",PALMAS
254,2020-09-30,1,"31,284129",PALMAS
255,2020-10-31,"123,4","29,47034",PALMAS
256,2020-11-30,93,"28,023848",PALMAS
257,2020-12-31,"167,4","27,313361",PALMAS
258,2021-02-28,"398,6","25,36536",PALMAS
259,2021-03-31,341,"26,01664",PALMAS
260,2021-04-30,190,"26,462222",PALMAS
261,2021-05-31,"5,4","27,181586",PALMAS
262,2021-06-30,0,"27,170833",PALMAS
263,2021-07-31,0,"27,222715",PALMAS
264,2021-08-31,"3,2","29,34328",PALMAS
265,2021-09-30,"25,8","30,011707",PALMAS
266,2021-10-31,157,"27,743293",PALMAS
267,2021-11-30,"474,4","26,070833",PALMAS
268,2021-12-31,"448,8","25,729973",PALMAS
269,2022-01-31,"229,4","25,835349",PALMAS
270,2022-02-28,"325,6","26,276488",PALMAS
271,2022-03-31,"435,8","25,740323",PALMAS
272,2022-04-30,99,"27,43875",PALMAS
273,2022-07-31,",4","27,749722",PALMAS
274,2022-08-31,0,"29,649597",PALMAS
275,2022-09-30,31,"30,439306",PALMAS
276,2022-10-31,"40,2","29,666859",PALMAS
277,2023-03-31,324,"25,955455",PALMAS
278,2023-04-30,"116,6","26,689088",PALMAS
279,2023-05-31,"50,4","27,556673",PALMAS
280,2023-06-30,0,"27,429067",PALMAS
281,2023-07-31,0,"27,476741",PALMAS
282,2018-07-31,0,"23,162231",PARANA
283,2018-08-31,"13,2","26,447177",PARANA
284,2019-03-31,234,"25,459146",PARANA
285,2019-04-30,"134,4","26,064861",PARANA
286,2019-05-31,"34,4","26,266801",PARANA
287,2019-06-30,",2","24,276806",PARANA
288,2019-07-31,0,"24,128495",PARANA
289,2019-08-31,0,"26,218834",PARANA
290,2019-09-30,"2,6","29,170139",PARANA
291,2020-05-31,"73,6","24,980242",PARANA
292,2020-06-30,",4","23,757639",PARANA
293,2020-07-31,0,"23,12379",PARANA
294,2020-08-31,0,"25,510215",PARANA
295,2020-09-30,"10,2","27,956564",PARANA
296,2020-10-31,68,"29,047978",PARANA
297,2020-11-30,"147,6","26,70983",PARANA
298,2020-12-31,"130,2","26,239516",PARANA
299,2021-01-31,"130,8","26,717204",PARANA
300,2021-02-28,"375,8","24,337351",PARANA
301,2021-10-31,"131,4","27,369725",PARANA
302,2021-12-31,"424,4","24,391825",PARANA
303,2022-01-31,"164,2","24,871931",PARANA
304,2022-03-31,119,"25,850231",PARANA
305,2022-04-30,"34,4","26,382083",PARANA
306,2022-05-31,0,"24,402285",PARANA
307,2022-06-30,0,"23,476616",PARANA
308,2022-07-31,0,"23,355674",PARANA
309,2022-08-31,0,"25,74214",PARANA
310,2022-09-30,39,"27,265045",PARANA
311,2022-10-31,"2,6","28,228119",PARANA
312,2018-01-31,"92,6","25,368548",SAO SIMAO
313,2018-03-31,"50,4","26,55336",SAO SIMAO
314,2018-04-30,"141,8","24,288333",SAO SIMAO
315,2018-05-31,"37,6","22,404167",SAO SIMAO
316,2018-06-30,0,"22,249306",SAO SIMAO
317,2018-07-31,0,"22,217204",SAO SIMAO
318,2018-08-31,"12,2","23,049328",SAO SIMAO
319,2018-09-30,94,"24,987083",SAO SIMAO
320,2018-10-31,"175,8","26,120833",SAO SIMAO
321,2018-11-30,"433,6","24,830556",SAO SIMAO
322,2018-12-31,"149,6","26,373656",SAO SIMAO
323,2019-01-31,245,"26,616801",SAO SIMAO
324,2019-02-28,"358,8","25,70119",SAO SIMAO
325,2019-05-31,"47,4","23,461694",SAO SIMAO
326,2019-06-30,",4","22,260139",SAO SIMAO
327,2019-07-31,"7,6","21,356183",SAO SIMAO
328,2019-08-31,"10,6","23,760459",SAO SIMAO
329,2019-09-30,"19,6","28,004028",SAO SIMAO
330,2019-10-31,"22,4","28,151514",SAO SIMAO
331,2019-11-30,"135,2","26,520429",SAO SIMAO
332,2019-12-31,222,"25,775152",SAO SIMAO
333,2020-01-31,"145,2","26,235849",SAO SIMAO
334,2021-12-31,"154,4","26,01387",SAO SIMAO
335,2022-01-31,"261,6","25,34009",SAO SIMAO
336,2022-03-31,"113,8","26,309016",SAO SIMAO
337,2022-04-30,"20,4","25,642008",SAO SIMAO
338,2022-05-31,"20,8","21,552688",SAO SIMAO
339,2022-06-30,"27,4","21,558062",SAO SIMAO
340,2022-07-31,0,"23,411606",SAO SIMAO
341,2022-08-31,18,"23,429114",SAO SIMAO
342,2022-09-30,"62,6","25,076851",SAO SIMAO
343,2023-04-30,"90,4","24,488065",SAO SIMAO
344,2023-05-31,"34,6","22,640773",SAO SIMAO
345,2023-06-30,"24,6","20,583333",SAO SIMAO
346,2023-07-31,"11,6","22,786062",SAO SIMAO
347,2018-01-31,"217,6","22,854839",LUZIANIA
348,2018-02-28,"166,2","22,526042",LUZIANIA
349,2018-03-31,142,"23,401344",LUZIANIA
350,2018-04-30,"204,4","21,588056",LUZIANIA
351,2018-05-31,"14,6","20,641129",LUZIANIA
352,2018-06-30,0,"20,923889",LUZIANIA
353,2018-07-31,0,"20,682258",LUZIANIA
354,2018-08-31,"26,8","22,786103",LUZIANIA
355,2018-09-30,"59,2","24,305833",LUZIANIA
356,2018-10-31,"198,6","23,960618",LUZIANIA
357,2018-11-30,"122,8","21,980278",LUZIANIA
358,2018-12-31,"202,8","23,20336",LUZIANIA
359,2019-01-31,"107,4","23,938306",LUZIANIA
360,2019-02-28,"165,4","23,39256",LUZIANIA
361,2019-03-31,"318,6","22,639516",LUZIANIA
362,2019-07-31,"1,6","20,148925",LUZIANIA
363,2019-08-31,0,"22,588307",LUZIANIA
364,2019-11-30,"188,4","23,838889",LUZIANIA
365,2019-12-31,"200,6","23,181989",LUZIANIA
366,2020-01-31,"316,4","23,351479",LUZIANIA
367,2020-02-29,"128,2","22,734483",LUZIANIA
368,2020-03-31,"241,2","22,659812",LUZIANIA
369,2020-04-30,"119,4","22,326528",LUZIANIA
370,2020-05-31,63,"20,089919",LUZIANIA
371,2020-06-30,0,"20,304167",LUZIANIA
372,2020-07-31,0,"20,554167",LUZIANIA
373,2020-08-31,0,"21,300806",LUZIANIA
374,2021-01-31,"141,8","23,389919",LUZIANIA
375,2021-02-28,"433,4","21,91622",LUZIANIA
376,2021-03-31,169,"22,816801",LUZIANIA
377,2021-04-30,"115,8","21,985",LUZIANIA
378,2021-05-31,0,"21,529435",LUZIANIA
379,2021-06-30,"5,6","20,576111",LUZIANIA
380,2021-07-31,0,"19,73629",LUZIANIA
381,2021-08-31,0,"21,963172",LUZIANIA
382,2021-09-30,"4,8","26,505278",LUZIANIA
383,2021-10-31,"177,6","24,019624",LUZIANIA
384,2021-11-30,"314,6","22,493194",LUZIANIA
385,2021-12-31,"480,6","22,325941",LUZIANIA
386,2022-01-31,"154,4","22,652688",LUZIANIA
387,2022-02-28,"177,6","22,361309",LUZIANIA
388,2022-03-31,"37,2","23,547715",LUZIANIA
389,2022-04-30,"43,2","23,444583",LUZIANIA
390,2022-05-31,"7,2","20,530242",LUZIANIA
391,2022-06-30,0,"20,541528",LUZIANIA
392,2022-07-31,0,"20,458199",LUZIANIA
393,2022-08-31,0,"22,355511",LUZIANIA
394,2022-09-30,"14,8","24,323056",LUZIANIA
395,2022-12-31,247,"21,894489",LUZIANIA
396,2023-03-31,"87,6","22,544892",LUZIANIA
397,2023-04-30,"178,6","22,100833",LUZIANIA
398,2023-05-31,"16,4","20,936021",LUZIANIA
399,2023-06-30,"3,6","20,292816",LUZIANIA
400,2023-07-31,0,"21,255108",LUZIANIA
401,2018-01-31,245,"25,76371",ARAGARCAS
402,2018-02-28,"159,8","26,356697",ARAGARCAS
403,2018-03-31,"156,8","26,872177",ARAGARCAS
404,2018-04-30,"86,8","25,665",ARAGARCAS
405,2018-05-31,"30,4","24,463306",ARAGARCAS
406,2018-06-30,0,"23,876389",ARAGARCAS
407,2018-07-31,0,"23,586962",ARAGARCAS
408,2018-08-31,"21,6","26,57164",ARAGARCAS
409,2018-09-30,"35,4","27,1725",ARAGARCAS
410,2018-12-31,"224,6","26,697984",ARAGARCAS
411,2019-01-31,"190,6","27,021371",ARAGARCAS
412,2019-02-28,"194,8","26,121131",ARAGARCAS
413,2019-03-31,"158,4","26,474194",ARAGARCAS
414,2019-04-30,"152,8","26,569444",ARAGARCAS
415,2019-05-31,"17,6","25,850929",ARAGARCAS
416,2019-06-30,0,"24,1475",ARAGARCAS
417,2019-07-31,1,"23,61035",ARAGARCAS
418,2019-08-31,0,"27,267894",ARAGARCAS
419,2019-09-30,"10,4","30,138611",ARAGARCAS
420,2019-10-31,"43,8","28,948118",ARAGARCAS
421,2019-11-30,"139,8","27,33875",ARAGARCAS
422,2019-12-31,"288,2","26,438978",ARAGARCAS
423,2020-01-31,"253,6","26,966263",ARAGARCAS
424,2020-02-29,345,"26,304598",ARAGARCAS
425,2020-03-31,"189,6","26,609409",ARAGARCAS
426,2020-04-30,"105,4","26,61375",ARAGARCAS
427,2020-05-31,"2,4","23,734946",ARAGARCAS
428,2020-06-30,0,"24,359583",ARAGARCAS
429,2020-07-31,0,"24,205283",ARAGARCAS
430,2020-08-31,0,"26,460887",ARAGARCAS
431,2020-09-30,12,"29,185417",ARAGARCAS
432,2020-10-31,"122,8","29,263172",ARAGARCAS
433,2020-11-30,"30,8","28,262778",ARAGARCAS
434,2021-11-30,237,"26,567778",ARAGARCAS
435,2021-12-31,275,"26,436962",ARAGARCAS
436,2022-01-31,"228,8","26,009005",ARAGARCAS
437,2022-02-28,"264,2","25,874256",ARAGARCAS
438,2022-03-31,"207,8","26,601075",ARAGARCAS
439,2022-04-30,"8,6","27,125",ARAGARCAS
440,2022-05-31,0,"23,663172",ARAGARCAS
441,2022-06-30,0,"24,248889",ARAGARCAS
442,2023-06-30,"4,8","23,671552",ARAGARCAS
443,2023-07-31,0,"24,718414",ARAGARCAS
444,2018-01-31,244,"24,945167",GOIAS
445,2018-02-28,"175,6","25,040787",GOIAS
446,2018-03-31,"139,6","25,428629",GOIAS
447,2018-04-30,"64,6","25,014722",GOIAS
448,2018-05-31,"11,4","24,577823",GOIAS
449,2018-06-30,0,"24,299028",GOIAS
450,2018-07-31,0,"24,4714",GOIAS
451,2018-08-31,"7,2","27,224059",GOIAS
452,2018-09-30,"23,6","28,153611",GOIAS
453,2018-10-31,"140,8","26,7625",GOIAS
454,2018-11-30,"233,8","24,724722",GOIAS
455,2018-12-31,"377,8","25,296248",GOIAS
456,2019-01-31,"207,6","25,969355",GOIAS
457,2019-02-28,"183,8","25,382156",GOIAS
458,2019-04-30,131,"25,290556",GOIAS
459,2019-05-31,"6,4","25,673387",GOIAS
460,2019-06-30,0,"24,538611",GOIAS
461,2019-07-31,0,"23,799195",GOIAS
462,2019-10-31,72,"28,159415",GOIAS
463,2019-12-31,"175,6","26,168817",GOIAS
464,2020-01-31,"602,2","25,435618",GOIAS
465,2020-02-29,"534,4","25,108396",GOIAS
466,2020-03-31,"334,2","25,193011",GOIAS
467,2020-04-30,125,"25,274813",GOIAS
468,2020-05-31,2,"23,685887",GOIAS
469,2020-06-30,0,"24,04",GOIAS
470,2020-07-31,0,"24,357907",GOIAS
471,2020-08-31,0,"26,132983",GOIAS
472,2020-09-30,"3,2","29,319028",GOIAS
473,2020-10-31,"282,8","28,107392",GOIAS
474,2020-11-30,196,"26,261667",GOIAS
475,2020-12-31,220,"25,792917",GOIAS
476,2021-01-31,"229,8","25,747361",GOIAS
477,2021-02-28,309,"24,55878",GOIAS
478,2021-03-31,232,"24,46611",GOIAS
479,2021-04-30,"118,2","24,992198",GOIAS
480,2021-05-31,19,"24,64993",GOIAS
481,2021-06-30,0,"24,057259",GOIAS
482,2021-07-31,0,"23,321704",GOIAS
483,2021-08-31,1,"27,210612",GOIAS
484,2021-09-30,"24,2","29,431075",GOIAS
485,2021-10-31,"208,6","27,315995",GOIAS
486,2021-11-30,383,"24,940742",GOIAS
487,2021-12-31,"263,2","25,432129",GOIAS
488,2022-01-31,448,"24,946149",GOIAS
489,2022-02-28,"346,4","24,645607",GOIAS
490,2022-03-31,"97,2","25,467839",GOIAS
491,2022-04-30,",8","26,597419",GOIAS
492,2022-05-31,0,"23,854574",GOIAS
493,2022-06-30,0,"24,326341",GOIAS
494,2022-07-31,0,"24,49251",GOIAS
495,2022-08-31,0,"26,734672",GOIAS
496,2022-09-30,"18,8","28,627554",GOIAS
497,2022-10-31,96,"27,574199",GOIAS
498,2022-11-30,283,"25,299469",GOIAS
499,2022-12-31,466,"24,131247",GOIAS
500,2023-01-31,328,"24,13608",GOIAS
501,2023-03-31,175,"24,873387",GOIAS
502,2023-04-30,"72,2","25,555833",GOIAS
503,2023-05-31,0,"24,935349",GOIAS
504,2023-06-30,0,"24,028448",GOIAS
505,2023-07-31,0,"24,940322",GOIAS
506,2018-01-31,"232,8","24,42043",ITAPACI
507,2018-02-28,201,"24,049851",ITAPACI
508,2018-03-31,"320,6","24,534946",ITAPACI
509,2018-04-30,"105,8","23,5125",ITAPACI
510,2018-05-31,"12,8","22,143817",ITAPACI
511,2018-06-30,0,"21,193194",ITAPACI
512,2018-07-31,0,"20,812634",ITAPACI
513,2018-08-31,"12,8","24,013844",ITAPACI
514,2018-09-30,"13,8","25,856389",ITAPACI
515,2018-10-31,"138,2","25,986156",ITAPACI
516,2018-11-30,"179,8","24,305",ITAPACI
517,2018-12-31,"277,6","24,45457",ITAPACI
518,2019-01-31,"91,4","24,955376",ITAPACI
519,2019-02-28,"147,2","24,765327",ITAPACI
520,2019-03-31,"166,8","24,518011",ITAPACI
521,2019-04-30,129,"24,252361",ITAPACI
522,2019-05-31,"3,6","23,864785",ITAPACI
523,2019-06-30,",2","21,548056",ITAPACI
524,2019-07-31,"1,8","20,777419",ITAPACI
525,2019-08-31,4,"23,469758",ITAPACI
526,2019-09-30,"16,8","26,352778",ITAPACI
527,2019-10-31,"71,8","26,705511",ITAPACI
528,2019-12-31,"87,6","25,786156",ITAPACI
529,2020-01-31,"461,2","24,768683",ITAPACI
530,2020-02-29,"336,4","24,710201",ITAPACI
531,2020-03-31,"301,6","24,525134",ITAPACI
532,2020-04-30,"199,8","24,16125",ITAPACI
533,2020-05-31,"65,6","21,933064",ITAPACI
534,2020-06-30,",2","21,075556",ITAPACI
535,2020-07-31,0,"20,574059",ITAPACI
536,2020-08-31,0,"22,702151",ITAPACI
537,2020-09-30,"25,6","25,176806",ITAPACI
538,2020-10-31,"97,2","26,167876",ITAPACI
539,2020-11-30,"194,8","24,886806",ITAPACI
540,2020-12-31,"184,8","25,046774",ITAPACI
541,2021-01-31,"181,8","25,200269",ITAPACI
542,2021-02-28,"277,4","23,829982",ITAPACI
543,2021-04-30,"35,4","23,620556",ITAPACI
544,2021-05-31,",2","22,513172",ITAPACI
545,2021-06-30,"4,6","21,247778",ITAPACI
546,2021-07-31,0,"20,289651",ITAPACI
547,2021-08-31,0,"23,152688",ITAPACI
548,2021-09-30,"3,6","26,327361",ITAPACI
